¿œ¿⁄,ºˆ∑Æ,º“∫–∑˘
2024-10-15,240,≈∫ªÍ¿Ω∑·
2024-10-16,240,≈∫ªÍ¿Ω∑·
2024-10-16,600,≈∫ªÍ¿Ω∑·
2024-10-16,320,≈∫ªÍ¿Ω∑·
2024-10-16,480,≈∫ªÍ¿Ω∑·
2024-10-16,480,≈∫ªÍ¿Ω∑·
2024-10-18,480,≈∫ªÍ¿Ω∑·
2024-10-18,150,≈∫ªÍ¿Ω∑·
2024-10-18,150,≈∫ªÍ¿Ω∑·
2024-10-18,600,≈∫ªÍ¿Ω∑·
2024-10-18,-12,≈∫ªÍ¿Ω∑·
2024-10-21,480,≈∫ªÍ¿Ω∑·
2024-10-21,600,≈∫ªÍ¿Ω∑·
2024-10-22,1500,≈∫ªÍ¿Ω∑·
2024-10-25,120,≈∫ªÍ¿Ω∑·
2024-10-28,300,≈∫ªÍ¿Ω∑·
2024-10-31,400,≈∫ªÍ¿Ω∑·
2024-11-02,200,≈∫ªÍ¿Ω∑·
2024-11-04,480,≈∫ªÍ¿Ω∑·
2024-11-04,480,≈∫ªÍ¿Ω∑·
2024-11-04,120,≈∫ªÍ¿Ω∑·
2024-11-04,300,≈∫ªÍ¿Ω∑·
2024-11-04,420,≈∫ªÍ¿Ω∑·
2024-11-04,180,≈∫ªÍ¿Ω∑·
2024-11-04,200,≈∫ªÍ¿Ω∑·
2024-11-05,300,≈∫ªÍ¿Ω∑·
2024-11-05,600,≈∫ªÍ¿Ω∑·
2024-11-05,150,≈∫ªÍ¿Ω∑·
2024-11-05,300,≈∫ªÍ¿Ω∑·
2024-11-05,200,≈∫ªÍ¿Ω∑·
2024-11-06,528,≈∫ªÍ¿Ω∑·
2024-11-07,1440,≈∫ªÍ¿Ω∑·
2024-11-07,960,≈∫ªÍ¿Ω∑·
2024-11-08,200,≈∫ªÍ¿Ω∑·
2024-11-12,240,≈∫ªÍ¿Ω∑·
2024-11-12,720,≈∫ªÍ¿Ω∑·
2024-11-12,-1,≈∫ªÍ¿Ω∑·
2024-11-15,150,≈∫ªÍ¿Ω∑·
2024-11-15,150,≈∫ªÍ¿Ω∑·
2024-11-15,150,≈∫ªÍ¿Ω∑·
2024-11-15,36,≈∫ªÍ¿Ω∑·
2024-11-15,240,≈∫ªÍ¿Ω∑·
2024-11-19,240,≈∫ªÍ¿Ω∑·
2024-11-19,240,≈∫ªÍ¿Ω∑·
2024-11-20,390,≈∫ªÍ¿Ω∑·
2024-11-20,400,≈∫ªÍ¿Ω∑·
2024-11-20,240,≈∫ªÍ¿Ω∑·
2024-11-20,240,≈∫ªÍ¿Ω∑·
2024-11-21,720,≈∫ªÍ¿Ω∑·
2024-11-22,480,≈∫ªÍ¿Ω∑·
2024-12-03,150,≈∫ªÍ¿Ω∑·
2024-12-03,150,≈∫ªÍ¿Ω∑·
2024-12-03,600,≈∫ªÍ¿Ω∑·
2024-12-03,300,≈∫ªÍ¿Ω∑·
2024-12-03,150,≈∫ªÍ¿Ω∑·
2024-12-03,36,≈∫ªÍ¿Ω∑·
2024-12-03,180,≈∫ªÍ¿Ω∑·
2024-12-03,300,≈∫ªÍ¿Ω∑·
2024-12-03,400,≈∫ªÍ¿Ω∑·
2024-12-03,-36,≈∫ªÍ¿Ω∑·
2024-12-06,480,≈∫ªÍ¿Ω∑·
2024-12-06,270,≈∫ªÍ¿Ω∑·
2024-12-11,720,≈∫ªÍ¿Ω∑·
2024-12-11,240,≈∫ªÍ¿Ω∑·
2024-12-18,-48,≈∫ªÍ¿Ω∑·
2024-12-18,-16,≈∫ªÍ¿Ω∑·
2024-12-18,72,≈∫ªÍ¿Ω∑·
2024-12-18,-72,≈∫ªÍ¿Ω∑·
2024-12-19,600,≈∫ªÍ¿Ω∑·
2024-12-19,300,≈∫ªÍ¿Ω∑·
2024-12-20,120,≈∫ªÍ¿Ω∑·
2024-12-23,300,≈∫ªÍ¿Ω∑·
2024-12-23,150,≈∫ªÍ¿Ω∑·
2024-12-23,90,≈∫ªÍ¿Ω∑·
2024-12-23,90,≈∫ªÍ¿Ω∑·
2024-12-23,60,≈∫ªÍ¿Ω∑·
2024-12-27,1500,≈∫ªÍ¿Ω∑·
2024-12-30,320,≈∫ªÍ¿Ω∑·
2024-12-30,240,≈∫ªÍ¿Ω∑·
2024-12-31,240,≈∫ªÍ¿Ω∑·
